gene	chr	start	end
GINS3	16	58295080	58406147
NDRG4	16	58462846	58513628
SETD6	16	58515479	58523842
CNOT1	16	58519951	58629885
SLC38A7	16	58663015	58684770
GOT2	16	58707130	58734361
CDH8	16	61647242	62037035
CDH11	16	64943753	65126112
LINC00922	16	65284493	65576352
CDH5	16	66366636	66404784
LINC00920	16	66408504	66412135
BEAN1	16	66427295	66493529
BEAN1-AS1	16	66469796	66481230
TK2	16	66508003	66552544
CKLF	16	66552563	66566251
CKLF-CMTM1	16	66552587	66579135
CMTM1	16	66566393	66579137
CMTM2	16	66579448	66588275
CMTM3	16	66603874	66613892
CMTM4	16	66614750	66696743
DYNC1LI2	16	66720893	66751836
NAE1	16	66802874	66873256
CA7	16	66844414	66854153
PDP2	16	66878589	66895754
CDH16	16	66908122	66919187
RRAD	16	66921682	66926308
CES2	16	66934444	66945096
CES3	16	66961245	66975149
CES4A	16	66988585	67010417
CBFB	16	67028984	67101058
B3GNT9	16	67148104	67151260
TRADD	16	67153969	67163760
FBXL8	16	67159932	67164570
HSF4	16	67164681	67169945
NOL3	16	67170154	67176189
EXOC3L1	16	67184314	67190242
E2F4	16	67192155	67198918
ELMO3	16	67199111	67204029
TMEM208	16	67227103	67229278
FHOD1	16	67229387	67247539
SLC9A5	16	67237683	67272191
PLEKHG4	16	67277510	67289499
KCTD19	16	67289428	67326760
LRRC36	16	67326798	67385204
TPPP3	16	67389027	67393518
ZDHHC1	16	67394152	67416833
HSD11B2	16	67430652	67437553
ATP6V0D1	16	67438005	67481188
AGRP	16	67482571	67483548
CTCF	16	67561831	67639189
ACD	16	67657512	67660810
PARD6A	16	67660909	67662777
ENKD1	16	67662945	67667265
C16orf86	16	67666814	67668757
GFOD2	16	67674531	67719339
RANBP10	16	67723070	67806560
TSNAXIP1	16	67806765	67832148
CENPT	16	67828157	67847811
THAP11	16	67842320	67844195
NUTF2	16	67846867	67872569
EDC4	16	67873049	67884516
NRN1L	16	67884885	67888855
PSKH1	16	67893254	67929676
CTRL	16	67927640	67932365
PSMB10	16	67934506	67936864
LCAT	16	67939750	67944131
SLC12A4	16	67943474	67969601
DPEP3	16	67975663	67980554
DPEP2	16	67987392	68000615
DUS2	16	67987746	68079344
DDX28	16	68020916	68023232
NFATC3	16	68084751	68229259
ESRP2	16	68229033	68238102
PLA2G15	16	68245304	68261063
SLC7A6	16	68264233	68301823
SLC7A6OS	16	68284503	68310952
PRMT7	16	68310916	68360852
SMPD3	16	68358327	68448508
ZFP90	16	68530090	68576072
CDH3	16	68636189	68727468
CDH1	16	68737292	68835540
TANGO6	16	68843531	69086515
HAS3	16	69105653	69118719
CHTF8	16	69118010	69132588
UTP4	16	69131291	69231130
SNTB2	16	69187142	69309052
VPS4A	16	69311336	69326939
COG8	16	69320140	69339583
PDF	16	69326913	69330588
NIP7	16	69337996	69343106
TMED6	16	69343250	69351786
TERF2	16	69355464	69408571
CYB5B	16	69398402	69466264
NFAT5	16	69565094	69704666
NQO1	16	69706996	69726668
NOB1	16	69741871	69754942
WWP2	16	69762281	69944553
CLEC18A	16	69950705	69964452
PDPR	16	70114246	70162537
CLEC18C	16	70173322	70187361
EXOSC6	16	70246778	70251940
DDX19B	16	70289663	70335305
DDX19A	16	70346861	70373992
ST3GAL2	16	70375977	70439263
COG4	16	70480568	70523560
SF3B3	16	70523782	70577670
IL34	16	70579878	70661556
VAC14	16	70687439	70801173
VAC14-AS1	16	70755035	70773251
HYDIN	16	70802084	71230722
CMTR2	16	71281389	71289715
CALB2	16	71358713	71390436
ZNF23	16	71447597	71463095
ZNF19	16	71464555	71565502
CHST4	16	71525233	71541950
TAT-AS1	16	71564952	71578187
TAT	16	71565660	71577095
MARVELD3	16	71626161	71642114
PHLPP2	16	71637835	71724701
AP1G1	16	71729000	71809201
ATXN1L	16	71808439	71885268
IST1	16	71845996	71931199
ZNF821	16	71859680	71895336
PKD1L3	16	71929538	72000402
DHODH	16	72008588	72027664
HP	16	72054505	72061071
HPR	16	72063148	72077246
TXNL4B	16	72084854	72094431
DHX38	16	72093613	72112912
PMFBP1	16	72112157	72176878
LINC01572	16	72236281	72665083
ZFHX3	16	72782885	73891871
HCCAT5	16	73092349	73099337
PSMD7	16	74296809	74306288
NPIPB15	16	74376306	74392115
CLEC18B	16	74408631	74424179
GLG1	16	74447427	74607144
RFWD3	16	74621393	74666912
MLKL	16	74671855	74701156
FA2H	16	74712955	74774837
WDR59	16	74871362	75000173
ZNRF1	16	74999014	75110994
LDHD	16	75111855	75116782
ZFP1	16	75148494	75172236
CTRB2	16	75204103	75207161
CTRB1	16	75218988	75226338
BCAR1	16	75228181	75268053
CFDP1	16	75293698	75433503
TMEM170A	16	75443054	75465497
CHST6	16	75472052	75495458
CHST5	16	75528530	75536108
TMEM231	16	75536741	75556289
GABARAPL2	16	75566375	75577881
ADAT1	16	75596868	75623300
TERF2IP	16	75647765	75761872
CNTNAP4	16	76277278	76560757
MON1B	16	77190835	77202398
SYCE1L	16	77199408	77213215
ADAMTS18	16	77247813	77435034
NUDT7	16	77722485	77742260
VAT1L	16	77788564	77980107
CLEC3A	16	78022515	78066761
WWOX	16	78099400	79212667
MAF	16	79585843	79600737
MAFTRR	16	79605850	79770651
LINC01229	16	79676048	79809716
LINC01228	16	79797826	79827185
DYNLRB2	16	80540734	80550811
LINC01227	16	80553256	80572808
CDYL2	16	80597907	80804598
CMC2	16	80966448	81020270
CENPN	16	81006506	81033114
ATMIN	16	81035842	81047350
C16orf46	16	81053497	81077267
GCSH	16	81081945	81096406
BCO1	16	81238576	81291226
GAN	16	81314944	81390884
CMIP	16	81444808	81711762
PLCG2	16	81738248	81962685
SDR42E1	16	81988855	82011482
HSD17B2	16	82034988	82098534
MPHOSPH6	16	82147798	82170228
CDH13	16	82626965	83800640
HSBP1	16	83719311	83819737
MLYCD	16	83899115	83951445
OSGIN1	16	83931311	83966333
NECAB2	16	83968244	84002776
SLC38A8	16	84009667	84043143
MBTPS1	16	84053761	84116942
HSDL1	16	84122141	84145212
DNAAF1	16	84145261	84178769
TAF1C	16	84177846	84187070
ADAD2	16	84191125	84197168
KCNG4	16	84218657	84240012
WFDC1	16	84294615	84329853
ATP2C2	16	84368476	84465779
COTL1	16	84565596	84618078
KLHL36	16	84643425	84667837
USP10	16	84699971	84779926
CRISPLD2	16	84819981	84920768
ZDHHC7	16	84974175	85011536
KIAA0513	16	85027709	85094230
GSE1	16	85169525	85676204
LINC00311	16	85282958	85285963
GINS2	16	85676198	85690073
C16orf74	16	85690084	85751129
EMC8	16	85771758	85799625
COX4I1	16	85798633	85807068
IRF8	16	85899116	85922606
LINC01082	16	86151351	86244348
LINC00917	16	86331632	86349688
FENDRR	16	86474525	86509099
FOXF1	16	86510527	86515422
MTHFSD	16	86530178	86555235
FOXC2-AS1	16	86564951	86569019
FOXC2	16	86566829	86569728
FOXL1	16	86576340	86583478
C16orf95	16	87083562	87317420
FBXO31	16	87326987	87392142
MAP1LC3B	16	87383953	87405090
ZCCHC14	16	87406246	87493024
JPH3	16	87601835	87698156
KLHDC4	16	87696485	87765998
SLC7A5	16	87830016	87869507
CA5A	16	87881546	87936580
BANP	16	87949127	88077321
ZNF469	16	88382959	88440757
ZFPM1	16	88453280	88537031
ZC3H18	16	88570403	88631964
IL17C	16	88638572	88640468
CYBA	16	88643275	88651083
MVD	16	88651934	88663161
SNAI3-AS1	16	88663298	88687289
SNAI3	16	88677688	88686507
RNF166	16	88696495	88706424
CTU2	16	88706473	88715396
PIEZO1	16	88715338	88785251
CDT1	16	88803789	88809258
APRT	16	88809339	88811963
GALNS	16	88813733	88856970
TRAPPC2L	16	88856220	88862686
PABPN1L	16	88863333	88866660
CBFA2T3	16	88874858	88977207
ACSF3	16	89088375	89164121
LINC00304	16	89159146	89164245
CDH15	16	89171748	89195492
SLC22A31	16	89195761	89201651
ZNF778	16	89217692	89237141
ANKRD11	16	89267619	89490561
SPG7	16	89490719	89557766
RPL13	16	89560637	89567834
CPNE7	16	89575732	89597247
DPEP1	16	89613308	89638456
CHMP1A	16	89640816	89657738
SPATA33	16	89657740	89671272
CDK10	16	89680737	89696369
SPATA2L	16	89696357	89701705
VPS9D1	16	89707128	89721324
VPS9D1-AS1	16	89711856	89718165
ZNF276	16	89720400	89740925
FANCA	16	89726683	89816977
SPIRE2	16	89818179	89871319
TCF25	16	89873566	89913627
MC1R	16	89912119	89920977
TUBB3	16	89921392	89938761
DEF8	16	89948127	89968066
DBNDD1	16	90004871	90019890
GAS8-AS1	16	90028908	90029901
PRDM7	16	90056566	90092072
SCGB1C2	17	137569	139067
DOC2B	17	142789	181691
RPH3AL	17	212389	386376
VPS53	17	508503	721717
GEMIN4	17	744421	753999
GLOD4	17	757097	782341
NXN	17	799310	979776
TIMM22	17	997118	1003671
ABR	17	1003519	1229738
YWHAE	17	1344275	1400255
CRK	17	1420689	1463162
MYO1C	17	1464186	1492698
INPP5K	17	1494575	1516742
PITPNA-AS1	17	1516815	1518106
PITPNA	17	1517718	1562792
SLC43A2	17	1569268	1630103
SCARF1	17	1633851	1645753
RILP	17	1646143	1650077
PRPF8	17	1650624	1684876
TLCD2	17	1702816	1710377
MIR22HG	17	1711447	1717174
WDR81	17	1716523	1738599
SERPINF2	17	1742069	1755271
SERPINF1	17	1761979	1777627
SMYD4	17	1779485	1830634
RPA1	17	1829702	1900082
RTN4RL1	17	1934677	2025334
DPH1	17	2030137	2043898
OVCA2	17	2042022	2043425
HIC1	17	2054154	2063241
SMG6	17	2059839	2303785
SRR	17	2303383	2325260
TSR1	17	2322392	2336657
SGSM2	17	2337492	2381058
MNT	17	2384073	2401142
METTL16	17	2405562	2511891
PAFAH1B1	17	2593183	2685616
CLUH	17	2689386	2712663
RAP1GAP2	17	2755705	3037741
OR1D5	17	3062669	3063607
OR3A3	17	3411370	3424070
SPATA22	17	3440019	3513852
ASPA	17	3472374	3503405
TRPV3	17	3510502	3557812
TRPV1	17	3565444	3609411
SHPK	17	3608240	3636250
CTNS	17	3636459	3663103
TAX1BP3	17	3662895	3668679
P2RX5-TAX1BP3	17	3663063	3696194
EMC6	17	3668812	3669668
P2RX5	17	3672199	3696398
ITGAE	17	3714628	3801193
NCBP3	17	3802158	3846246
CAMKK1	17	3860315	3894891
P2RX1	17	3896592	3916500
ATP2A3	17	3923866	3964491
ZZEF1	17	4004445	4143628
CYB5D2	17	4143168	4187310
ANKFY1	17	4163821	4263995
UBE2G1	17	4269259	4366675
SPNS3	17	4433940	4488208
SPNS2	17	4498850	4539036
MYBBP1A	17	4538897	4555400
GGT6	17	4556927	4560818
SMTNL2	17	4583999	4608319
ALOX15	17	4630919	4642294
PELP1	17	4669774	4704337
ARRB2	17	4710393	4721500
MED11	17	4731428	4733608
CXCL16	17	4733533	4739934
ZMYND15	17	4739108	4746119
TM4SF5	17	4771849	4783213
VMO1	17	4785285	4786433
GLTPD2	17	4788964	4790589
PSMB6	17	4796144	4798503
PLD2	17	4807117	4823434
MINK1	17	4833147	4898065
CHRNE	17	4897771	4934438
C17orf107	17	4899418	4902934
GP1BA	17	4932277	4935023
SLC25A11	17	4934570	4940156
RNF167	17	4939997	4945222
PFN1	17	4945652	4950517
ENO3	17	4948046	4957132
SPAG7	17	4959226	4967825
CAMTA2	17	4967992	4987684
INCA1	17	4988130	4999117
KIF1C	17	4997722	5028401
SLC52A1	17	5032600	5052009
ZFP3	17	5078467	5096376
ZNF232	17	5105269	5123162
USP6	17	5116032	5175034
ZNF594	17	5179535	5191868
SCIMP	17	5208920	5234860
RABEP1	17	5282259	5386340
NUP88	17	5359668	5420164
RPAIN	17	5419216	5432882
C1QBP	17	5432777	5448830
DHX33	17	5440917	5468982
DERL2	17	5471254	5486811
MIS12	17	5486285	5490816
NLRP1	17	5499415	5619424
WSCD1	17	6057807	6124427
AIPL1	17	6393693	6435199
PITPNM3	17	6451263	6556555
KIAA0753	17	6578147	6640711
TXNDC17	17	6640712	6644541
MED31	17	6643311	6651634
C17orf100	17	6651762	6693202
SLC13A5	17	6684715	6713377
XAF1	17	6755377	6775647
FBXO39	17	6776215	6797101
TEKT1	17	6789133	6831761
ALOX12-AS1	17	6875220	7022133
ALOX12	17	6996049	7010754
RNASEK	17	7012417	7014532
RNASEK-C17orf49	17	7012635	7017520
BCL6B	17	7023050	7030290
SLC16A13	17	7036015	7040117
SLC16A11	17	7041621	7044092
CLEC10A	17	7074537	7081166
ASGR2	17	7100166	7116603
ASGR1	17	7172535	7179648
DLG4	17	7187187	7219836
ACADVL	17	7217125	7225269
DVL2	17	7225342	7234524
PHF23	17	7235029	7239722
GABARAP	17	7240008	7242449
CTDNEP1	17	7243589	7252841
ELP5	17	7250823	7260165
CLDN7	17	7259347	7264016
SLC2A4	17	7281667	7289241
YBX2	17	7288263	7294639
EIF5A	17	7306944	7312466
GPS2	17	7311324	7315564
NEURL4	17	7315628	7329393
ACAP1	17	7332960	7351478
KCTD11	17	7351889	7354944
TMEM95	17	7355123	7357219
TNK1	17	7380534	7389774
TMEM256-PLSCR3	17	7389734	7404097
TMEM256	17	7402975	7404097
NLGN2	17	7404874	7419860
SPEM1	17	7420324	7421632
TMEM102	17	7435430	7437679
FGF11	17	7438265	7444937
CHRNB1	17	7445061	7457710
ZBTB4	17	7459366	7484263
SLC35G6	17	7481446	7483496
POLR2A	17	7484366	7514616
TNFSF12	17	7548508	7557890
TNFSF13	17	7558292	7561608
SENP3	17	7561919	7571969
SENP3-EIF4A1	17	7563287	7578715
EIF4A1	17	7572760	7579006
CD68	17	7579380	7582112
MPDU1	17	7583529	7592789
SOX15	17	7588178	7590094
FXR2	17	7591230	7614897
SHBG	17	7613946	7633469
SAT2	17	7626234	7627876
ATP1B2	17	7646627	7657770
TP53	17	7661779	7687546
WRAP53	17	7686071	7703505
EFNB3	17	7705202	7711372
DNAH2	17	7717744	7833742
KDM6B	17	7834193	7854796
TMEM88	17	7855059	7856114
NAA38	17	7856685	7885238
CYB5D1	17	7857746	7862282
CHD3	17	7884796	7912760
KCNAB3	17	7921577	7929856
TRAPPC1	17	7930345	7932123
CNTROB	17	7932101	7949920
GUCY2D	17	8002615	8020342
ALOX15B	17	8039011	8049134
ALOX12B	17	8072636	8087716
ALOXE3	17	8095900	8119047
HES7	17	8120592	8124106
PER1	17	8140467	8156506
VAMP2	17	8159149	8163546
TMEM107	17	8172457	8176405
BORCS6	17	8188345	8190180
AURKB	17	8204335	8210634
LINC00324	17	8220616	8224079
CTC1	17	8224815	8248058
PFAS	17	8247618	8270491
SLC25A35	17	8287763	8295410
RANGRF	17	8288631	8290092
ARHGEF15	17	8310241	8323127
ODF4	17	8339840	8346048
RPL26	17	8377503	8384062
RNF222	17	8390702	8397827
NDEL1	17	8408528	8490411
MYH10	17	8474205	8632303
CCDC42	17	8729930	8745970
SPDYE4	17	8747524	8758559
MFSD6L	17	8797110	8799365
PIK3R6	17	8802722	8867686
PIK3R5	17	8878911	8965726
NTN1	17	9021210	9244000
STX8	17	9250471	9576591
CFAP52	17	9576627	9643447
USP43	17	9644663	9729693
DHRS7C	17	9771434	9791592
GLP2R	17	9822206	9892099
RCVRN	17	9896320	9905271
GAS7	17	9910606	10198853
MYHAS	17	10291816	10684235
MYH13	17	10300865	10373130
MYH8	17	10390322	10421950
MYH4	17	10443290	10469559
MYH1	17	10491389	10518719
MYH2	17	10521148	10549700
MYH3	17	10628526	10657309
SCO1	17	10672474	10698375
ADPRM	17	10697594	10711558
TMEM220	17	10699015	10730354
TMEM220-AS1	17	10729733	10881416
PIRT	17	10822470	10838087
SHISA6	17	11241213	11564063
DNAH9	17	11598470	11969748
ZNF18	17	11977439	11997475
MAP2K4	17	12020828	12143830
LINC00670	17	12549528	12642854
MYOCD	17	12665890	12768949
ARHGAP44	17	12789498	12991643
ELAC2	17	12991268	13018065
HS3ST3A1	17	13494032	13601929
COX10	17	14069490	14231736
CDRT15	17	14235673	14236862
HS3ST3B1	17	14301081	14349404
PMP22	17	15229773	15272292
TEKT3	17	15303811	15341632
CDRT4	17	15436015	15475733
TVP23C-CDRT4	17	15436021	15563561
TVP23C	17	15502264	15563595
TRIM16	17	15627950	15684311
ZNF286A	17	15699577	15720787
TBC1D26	17	15732247	15746162
ADORA2B	17	15945130	15975746
ZSWIM7	17	15976560	15999717
TTC19	17	15999783	16045015
NCOR1	17	16029065	16218185
PIGL	17	16217191	16351797
CENPV	17	16342534	16353656
UBB	17	16380667	16382745
TRPV2	17	16415571	16437003
LRRC75A	17	16441577	16492237
ZNF287	17	16546954	16569218
ZNF624	17	16620734	16653856
CCDC144A	17	16689537	16777974
TNFRSF13B	17	16929816	16972118
MPRIP	17	17042457	17217679
MPRIP-AS1	17	17076038	17077752
PLD6	17	17200995	17206333
FLCN	17	17212206	17237203
COPS3	17	17246616	17281303
NT5M	17	17303331	17347663
MED9	17	17476994	17493221
RASD1	17	17494437	17496396
PEMT	17	17505561	17591718
SMCR2	17	17674026	17677688
RAI1	17	17681458	17811453
RAI1-AS1	17	17758962	17774684
SMCR5	17	17776686	17779529
SREBF1	17	17810399	17837030
TOM1L2	17	17843507	17972469
DRC3	17	17972813	18016889
ATPAF2	17	17977409	18039209
GID4	17	18039408	18068405
DRG2	17	18087892	18107979
MYO15A	17	18108756	18179802
ALKBH5	17	18183078	18209954
LLGL1	17	18225569	18244876
FLII	17	18244782	18258772
MIEF2	17	18259527	18266552
TOP3A	17	18271428	18315007
SMCR8	17	18315293	18328056
SHMT1	17	18327686	18363550
EVPLL	17	18377674	18389652
LGALS9C	17	18476737	18494945
FAM106A	17	18511221	18625681
ZNF286B	17	18658429	18682228
ZNF286B	17	18661937	18681846
TRIM16L	17	18697967	18736119
TRIM16L	17	18722237	18735460
FBXW10	17	18744026	18779349
TVP23B	17	18781111	18806715
PRPSAP2	17	18840085	18931287
SLC5A10	17	18950345	19022595
FAM83G	17	18968789	19004815
GRAP	17	19020656	19047143
GRAPL	17	19127535	19162274
EPN2	17	19214837	19336715
EPN2-AS1	17	19296596	19306261
B9D1	17	19334308	19378193
MAPK7	17	19377721	19383544
MFAP4	17	19383442	19387197
RNF112	17	19410959	19417281
SLC47A1	17	19495385	19579034
ALDH3A2	17	19647291	19685760
SLC47A2	17	19678288	19718979
ALDH3A1	17	19737984	19748943
ULK2	17	19770829	19867937
AKAP10	17	19904302	19978343
SPECC1	17	20008865	20319026
LGALS9B	17	20449395	20467548
CDRT15L2	17	20579724	20580911
CCDC144NL	17	20775356	20896211
CCDC144NL-AS1	17	20841125	21002324
CCDC144NL	17	20893392	20896020
USP22	17	20999596	21043760
LINC01563	17	21075362	21119870
DHRS7B	17	21123364	21193265
TMEM11	17	21197954	21214595
NATD1	17	21238870	21253410
MAP2K3	17	21284672	21315240
KCNJ12	17	21376303	21419870
KCNJ18	17	21692523	21704612
FLJ36000	17	22381747	22458385
WSB1	17	27294067	27315926
KSR1	17	27456448	27626438
LGALS9	17	27629798	27649561
NOS2	17	27756766	27800758
LYRM9	17	27878314	27894752
NLK	17	28041723	28196381
TMEM97	17	28319200	28328685
IFT20	17	28328319	28335489
TNFAIP1	17	28335602	28347009
POLDIP2	17	28346173	28357584
SARM1	17	28364356	28404049
VTN	17	28367265	28373091
SLC46A1	17	28394642	28407197
SLC13A2	17	28473275	28497782
FOXN1	17	28506243	28538900
UNC119	17	28546708	28552653
PIGS	17	28553383	28571794
ALDOC	17	28573115	28576948
SPAG5	17	28577565	28599025
SDF2	17	28648346	28662189
SUPT6H	17	28661929	28702682
PROCA1	17	28703197	28711888
RAB34	17	28713545	28719594
RPL23A	17	28719983	28724359
TLCD1	17	28724348	28727935
NEK8	17	28725897	28743455
TRAF4	17	28744011	28750956
FAM222B	17	28755971	28855232
ERAL1	17	28855009	28861067
FLOT2	17	28879335	28897739
DHRS13	17	28897781	28903079
PHF12	17	28905250	28951771
PIPOX	17	28950513	29057583
SEZ6	17	28954901	29006440
MYO18A	17	29071119	29180456
CRYBA1	17	29246859	29254494
NUFIP2	17	29255839	29294148
TAOK1	17	29390351	29551903
ABHD15	17	29560547	29567037
ABHD15-AS1	17	29560547	29707090
TP53I13	17	29566052	29573164
GIT1	17	29573475	29594054
ANKRD13B	17	29589769	29614761
CORO6	17	29614756	29622923
SSH2	17	29625938	29930276
EFCAB5	17	29929200	30108452
NSRP1	17	30115521	30186475
SLC6A4	17	30194312	30238482
BLMH	17	30248200	30292152
TMIGD1	17	30315839	30334098
CPD	17	30378922	30469989
GOSR1	17	30477362	30527592
CRLF3	17	30769388	30824692
ATAD5	17	30831966	30895869
TEFM	17	30897336	30906249
ADAP2	17	30906344	30959945
RNF135	17	30970984	30999911
NF1	17	31094927	31382116
OMG	17	31272013	31297539
EVI2B	17	31303770	31314421
EVI2A	17	31316410	31321749
RAB11FIP4	17	31391675	31538211
COPRS	17	31851871	31859291
UTP6	17	31860904	31901746
SUZ12	17	31936995	32001045
LRRC37B	17	32007383	32053504
RHOT1	17	32142442	32253374
RHBDL3	17	32265787	32324663
C17orf75	17	32324565	32350023
ZNF207	17	32350122	32381885
PSMD11	17	32444379	32483319
CDK5R1	17	32486156	32491253
MYO1D	17	32492522	32877192
TMEM98	17	32927910	32945106
SPACA3	17	32970376	32997877
ASIC2	17	33013087	34174964
CCL2	17	34255274	34257208
CCL7	17	34270221	34272242
CCL11	17	34285742	34288334
CCL8	17	34319435	34321402
CCL13	17	34356480	34358610
CCL1	17	34360328	34363233
TMEM132E	17	34579487	34639318
CCT6B	17	34927859	34981078
ZNF830	17	34961540	34963777
LIG3	17	34980462	35009743
RFFL	17	35005990	35089899
RAD51D	17	35092221	35121522
FNDC8	17	35121615	35130732
NLE1	17	35128730	35142306
UNC45B	17	35146495	35189346
SLC35G3	17	35192520	35194393
SLFN5	17	35243043	35273655
SLFN11	17	35350305	35373701
SLFN12	17	35409347	35433475
SLFN13	17	35435096	35449766
SLFN12L	17	35464249	35537683
SLFN14	17	35543985	35560819
PEX12	17	35574795	35578863
AP2B1	17	35578046	35726417
RASL10B	17	35731639	35743521
GAS2L2	17	35744511	35753260
MMP28	17	35756249	35795707
C17orf50	17	35760887	35765079
TAF15	17	35809481	35864615
HEATR9	17	35854946	35868891
CCL5	17	35871491	35880793
RDM1	17	35918066	35930773
LYZL6	17	35934518	35943713
CCL16	17	35976194	35981537
CCL14	17	35983288	35987033
CCL15-CCL14	17	35983656	36001621
CCL15	17	35996440	36001553
CCL23	17	36013056	36017972
CCL18	17	36064272	36072032
CCL3	17	36088256	36090169
CCL4	17	36103827	36105621
TBC1D3B	17	36165683	36176636
CCL3L3	17	36194869	36196758
CCL4L2	17	36210924	36212878
TBC1D3I	17	36253456	36264570
ZNHIT3	17	36486629	36499310
MYO19	17	36495118	36545884
PIGW	17	36534987	36539310
GGNBP2	17	36544888	36589848
DHRS11	17	36591797	36600805
MRM1	17	36601583	36608971
LHX1	17	36936784	36944612
AATF	17	36948925	37056874
ACACA	17	37084992	37406836
C17orf78	17	37375985	37392708
TADA2A	17	37406884	37479725
DUSP14	17	37488397	37513517
SYNRG	17	37514807	37609472
DDX52	17	37609739	37643446
HNF1B	17	37686431	37745091
TBC1D3L	17	37978154	37989389
TBC1D3D	17	38003976	38014908
TBC1D3C	17	38057693	38068634
MRPL45	17	38297023	38323218
GPR179	17	38324571	38343956
SOCS7	17	38351844	38405593
ARHGAP23	17	38419280	38512385
SRCIN1	17	38530031	38605952
MLLT6	17	38705273	38729795
CISD3	17	38730318	38735605
PCGF2	17	38733894	38752555
PSMB3	17	38752736	38764231
PIP4K2B	17	38765691	38800126
CWC25	17	38800441	38825646
RPL23	17	38847860	38868644
LASP1	17	38869185	38921771
FBXO47	17	38936432	38967403
PLXDC1	17	39063313	39154394
ARL5C	17	39156894	39167484
CACNB1	17	39173453	39197723
RPL19	17	39200283	39204840
STAC2	17	39210540	39225945
FBXL20	17	39252663	39402523
MED1	17	39404285	39451272
CDK12	17	39461437	39567559
NEUROD2	17	39603536	39609777
PPP1R1B	17	39626740	39636626
STARD3	17	39637090	39664201
TCAP	17	39665349	39666554
PNMT	17	39667981	39670475
PGAP3	17	39671122	39696797
ERBB2	17	39687914	39730426
MIEN1	17	39728496	39730555
GRB7	17	39737490	39747292
IKZF3	17	39757715	39864312
ZPBP2	17	39868202	39877896
GSDMB	17	39904595	39919854
ORMDL3	17	39921037	39929328
GSDMA	17	39953263	39977768
PSMD3	17	39980800	39997960
CSF3	17	40015361	40017816
MED24	17	40019097	40061215
THRA	17	40058290	40093867
NR1D1	17	40092793	40100589
MSL1	17	40121971	40136917
CASC3	17	40140278	40177001
RAPGEFL1	17	40177010	40195656
WIPF2	17	40218743	40284136
CDC6	17	40287831	40304657
RARA	17	40309180	40357643
RARA-AS1	17	40340867	40343136
GJD3	17	40360652	40364737
TOP2A	17	40388525	40417896
IGFBP4	17	40443446	40457727
TNS4	17	40475828	40501627
CCR7	17	40551081	40565472
SMARCE1	17	40624962	40648654
KRT222	17	40654665	40665181
KRT24	17	40697991	40703752
KRT25	17	40748021	40755331
KRT26	17	40766238	40772201
KRT27	17	40776808	40782550
KRT28	17	40792196	40799959
KRT10	17	40818117	40822614
KRT12	17	40861303	40867223
KRT20	17	40874934	40885243
KRT23	17	40922700	40937646
KRT39	17	40958417	40966948
KRT40	17	40977715	40987135
KRTAP3-3	17	40993430	40994164
KRTAP3-2	17	40999193	40999906
KRTAP3-1	17	41008521	41019324
KRTAP1-5	17	41026026	41027208
KRTAP1-3	17	41033884	41034874
KRTAP1-1	17	41040541	41041450
KRTAP2-2	17	41054498	41055230
KRTAP2-3	17	41059240	41060114
KRTAP2-4	17	41065116	41065879
KRTAP4-7	17	41084150	41085144
KRTAP4-8	17	41096981	41098142
KRTAP4-9	17	41105389	41106488
KRTAP4-11	17	41117181	41118373
KRTAP4-12	17	41123091	41124182
KRTAP4-6	17	41139433	41140544
KRTAP4-5	17	41148924	41149825
KRTAP4-4	17	41159649	41160748
KRTAP4-3	17	41167231	41168221
KRTAP4-1	17	41184100	41184911
KRTAP9-3	17	41232449	41233454
KRTAP16-1	17	41307700	41309309
KRTAP17-1	17	41314912	41315710
KRT33B	17	41363498	41369813
KRT34	17	41377669	41382306
KRT31	17	41393721	41397608
KRT37	17	41420547	41424585
KRT32	17	41459513	41467386
KRT35	17	41476710	41481151
KRT36	17	41486136	41492546
KRT13	17	41500981	41505705
KRT15	17	41513745	41522529
KRT19	17	41523613	41528308
KRT9	17	41565836	41572059
KRT14	17	41582279	41586895
KRT16	17	41609778	41615899
KRT17	17	41619437	41624842
EIF1	17	41688883	41692668
GAST	17	41712331	41715969
HAP1	17	41717742	41734644
JUP	17	41750887	41786931
P3H4	17	41801944	41812750
FKBP10	17	41812680	41823221
NT5C3B	17	41825057	41836260
KLHL10	17	41835685	41848384
KLHL11	17	41848518	41865423
ACLY	17	41866916	41930545
CNP	17	41966763	41977740
DNAJC7	17	41976421	42021376
NKIRAS2	17	42011382	42025644
ZNF385C	17	42025576	42098479
DHX58	17	42101404	42112733
KAT2A	17	42113111	42121382
HSPB9	17	42122804	42123352
RAB5C	17	42124976	42155044
KCNH4	17	42156891	42181142
HCRT	17	42184060	42185452
GHDC	17	42188799	42194513
STAT5B	17	42199176	42288633
STAT5A	17	42287547	42311943
STAT3	17	42313324	42388568
ATP6V0A1	17	42458844	42522582
NAGLU	17	42536241	42544449
HSD17B1	17	42552922	42555214
COASY	17	42561467	42566277
MLX	17	42567072	42573239
PSMC3IP	17	42572310	42577831
TUBG1	17	42609637	42615241
TUBG2	17	42659223	42667007
PLEKHH3	17	42667914	42677030
CCR10	17	42678889	42683917
CNTNAP1	17	42682531	42699993
EZH1	17	42700270	42745060
RAMP2-AS1	17	42753910	42761625
RAMP2	17	42758447	42763041
VPS25	17	42773449	42779599
